timestamp,event,client_id,algorithm,rtt_ms,offset_ms,server_time,client_time
2026-03-24T15:39:37.650927,SYNC_REPORT,client-2,cristian,1.578,0.519,1774366777.623455,1774366776.736476
2026-03-24T15:39:38.678952,TIME_SERVED,client-3,cristian,0,0,1774366778.676665,0
2026-03-24T15:39:38.710240,SYNC_REPORT,client-3,cristian,1.795,0.557,1774366778.676665,1774366777.057704
2026-03-24T15:39:39.639454,TIME_SERVED,client-4,cristian,0,0,1774366779.637061,0
2026-03-24T15:39:39.671918,SYNC_REPORT,client-4,cristian,1.173,0.332,1774366779.637061,1774366781.404805
2026-03-24T15:39:40.687792,TIME_SERVED,client-0,cristian,0,0,1774366780.686149,0
2026-03-24T15:39:40.704177,SYNC_REPORT,client-0,cristian,1.201,0.373,1774366780.686149,1774366780.455297
2026-03-24T15:39:41.713014,TIME_SERVED,client-1,cristian,0,0,1774366781.711299,0
2026-03-24T15:39:41.727446,SYNC_REPORT,client-1,cristian,1.497,0.374,1774366781.711299,1774366781.66716
2026-03-24T15:39:42.659551,TIME_SERVED,client-2,cristian,0,0,1774366782.655668,0
2026-03-24T15:39:42.694511,SYNC_REPORT,client-2,cristian,1.077,0.315,1774366782.655668,1774366781.833544
2026-03-24T15:39:43.736501,TIME_SERVED,client-3,cristian,0,0,1774366783.734841,0
2026-03-24T15:39:43.750638,SYNC_REPORT,client-3,cristian,0.848,0.125,1774366783.734841,1774366782.274776
2026-03-24T15:39:44.679719,TIME_SERVED,client-4,cristian,0,0,1774366784.677444,0
2026-03-24T15:39:44.693560,SYNC_REPORT,client-4,cristian,3.533,1.51,1774366784.677444,1774366786.252464
2026-03-24T15:39:45.712940,TIME_SERVED,client-0,cristian,0,0,1774366785.71086,0
2026-03-24T15:39:45.727157,SYNC_REPORT,client-0,cristian,1.264,0.384,1774366785.71086,1774366785.288487
2026-03-24T15:39:46.734299,TIME_SERVED,client-1,cristian,0,0,1774366786.732057,0
2026-03-24T15:39:46.771855,SYNC_REPORT,client-1,cristian,1.223,0.377,1774366786.732057,1774366786.59066
2026-03-24T15:39:47.721269,TIME_SERVED,client-2,cristian,0,0,1774366787.719248,0
2026-03-24T15:39:47.736568,SYNC_REPORT,client-2,cristian,1.186,0.367,1774366787.719248,1774366786.800544
2026-03-24T15:39:48.756138,TIME_SERVED,client-3,cristian,0,0,1774366788.754331,0
2026-03-24T15:39:48.772219,SYNC_REPORT,client-3,cristian,1.343,0.464,1774366788.754331,1774366787.497078
2026-03-24T15:39:49.718940,TIME_SERVED,client-4,cristian,0,0,1774366789.717011,0
2026-03-24T15:39:49.735730,SYNC_REPORT,client-4,cristian,0.787,0.153,1774366789.717011,1774366791.029059
2026-03-24T15:39:50.732589,TIME_SERVED,client-0,cristian,0,0,1774366790.730838,0
2026-03-24T15:39:50.744449,SYNC_REPORT,client-0,cristian,1.29,0.376,1774366790.730838,1774366790.376948
2026-03-24T15:39:51.776844,TIME_SERVED,client-1,cristian,0,0,1774366791.775959,0
